"","Name","City","State","Enrollment","Private","Region","Adm_Rate","ACT_median","ACT_Q1","ACT_Q3","Cost","Net_Tuition","Avg_Fac_Salary","PercentFemale","PercentWhite","PercentBlack","PercentHispanic","PercentAsian","FourYearComp_Males","FourYearComp_Females","Debt_median","Salary10yr_median"
"71","Baldwin Wallace University","Berea","OH",3058,"Private","Great Lakes",0.7425,24,21,21,44783,16362,71982,0.5390070922,0.897699966430664,0.0634000015258789,0.0246000003814697,0.0146000003814697,0.545212765957,0.664473684211,24000,44400
"73","Baptist Memorial College of Health Sciences","Memphis","TN",1032,"Private","South East",0.5887,22,19,19,21002,15362,62352,0.9200680272,0.651299972534179,0.314200000762939,0.0228999996185302,0.0123000001907348,0.583333333333,0.520547945205,25500,57000
"77","Barry University","Miami","FL",3368,"Private","South East",0.9125,20,17,17,43524,16339,73359,0.6736222579,0.682799987792968,0.217600002288818,0.295699996948242,0.0224000000953674,0.37299771167,0.387027027027,19500,45800
"78","Barton College","Wilson","NC",965,"Private","South East",0.3962,20,17,17,44193,14395,55359,0.7305785124,0.660199966430664,0.279899997711181,0.0565000009536743,0.0116999995708465,0.375,0.514563106796,18625,38100
"82","Baylor University","Waco","TX",14159,"Private","South West",0.3895,29,26,26,60619,23490,89712,0.6033829841,0.767200012207031,0.0957999992370605,0.186800003051757,0.0373000001907348,0.650334075724,0.702389078498,19500,51600
"84","Becker College","Worcester","MA",1725,"Private","New England",0.6634,23,20,20,53368,16910,71748,0.5887850467,0.868600006103515,0.0507999992370605,0.0671999979019165,0.0256999993324279,0.367857142857,0.32625994695,19750,43800
"86","Bellarmine University","Louisville","KY",2488,"Private","South East",0.8584,25,22,22,54872,17793,72225,0.6793703397,0.876800003051757,0.0839000034332275,0.0219000005722045,0.0150999999046325,0.610328638498,0.636828644501,19000,45700
"88","Belmont Abbey College","Belmont","NC",1505,"Private","South East",0.7978,22,19,19,32045,10595,44109,0.5181932246,0.793600006103515,0.152799997329711,0.0478000020980835,0.0189999997615814,0.315789473684,0.407665505226,16000,38200
"89","Belmont University","Nashville","TN",6620,"Private","South East",0.8247,27,24,24,50740,25214,90792,0.6539453326,0.858199996948242,0.0871000003814697,0.0403000020980835,0.02,0.674757281553,0.70534351145,17500,44100
"90","Beloit College","Beloit","WI",1212,"Private","Great Lakes",0.564,25,21,21,59283,17607,63387,0.5325443787,0.844000015258789,0.0619000005722046,0.0640000009536743,0.0392000007629394,0.742857142857,0.812030075188,20875,42400
"91","Bemidji State University","Bemidji","MN",4308,"Public","Plains",0.6667,22,19,19,20379,5484,77985,0.5981659025,0.900100021362304,0.0132000005245208,0.0178999996185302,0.0087999999523162,0.345381526104,0.430615164521,12500,40600
"93","Benedictine College","Atchison","KS",1942,"Private","Plains",0.9284,25,21,21,43240,12402,63081,0.4980988593,0.865100021362304,0.0584000015258789,0.0759000015258789,0.0220000004768371,0.442857142857,0.665048543689,19000,40100
"94","Benedictine University","Lisle","IL",2692,"Private","Great Lakes",0.6283,23,20,20,44385,16199,77103,0.5761067314,0.770899963378906,0.121000003814697,0.0928999996185302,0.0490000009536743,0.361179361179,0.408223201175,17125,49000
"97","Bentley University","Waltham","MA",4177,"Private","New England",0.4321,30,28,28,66180,30307,126936,0.3995137763,0.876900024414062,0.0440000009536743,0.0528000020980835,0.0365000009536743,0.81662591687,0.891696750903,23250,86900
"98","Berea College","Berea","KY",1630,"Private","South East",0.382,25,22,22,35394,2571,73233,0.5585798817,0.850500030517578,0.11789999961853,0.0217000007629394,0.0077999997138977,0.483695652174,0.660944206009,4563,33700
"102","Berry College","Mount Berry","GA",1913,"Private","South East",0.6612,26,23,23,49969,14760,75276,0.6193633952,0.805,0.134399995803833,0.0507000017166137,0.0220000004768371,0.54375,0.68,19000,40000
"104","Bethany College","Lindsborg","KS",781,"Private","Plains",0.6776,21,18,18,42884,1771,38565,0.3402922756,0.839499969482422,0.0559999990463256,0.11079999923706,0.0206999993324279,0.393258426966,0.586666666667,9500,40200
"105","Bethany College","Bethany","WV",555,"Private","South East",0.9077,20,17,17,42674,10562,53847,0.2921914358,0.922200012207031,0.0511999988555908,0.0167999994754791,0.0085000002384185,0.216748768473,0.477272727273,20497,40400
"106","Bethany Lutheran College","Mankato","MN",599,"Private","Plains",0.7787,22,19,19,36961,11784,58986,0.5537848606,0.921600036621093,0.0313000011444091,0.0279999995231628,0.0139999997615814,0.544303797468,0.535211267606,16625,34800
"107","Bethel College-North Newton","North Newton","KS",442,"Private","Plains",0.441,21,18,18,41204,12678,49959,0.4728915663,0.861600036621093,0.0534999990463256,0.0802000045776367,0.0167999994754791,0.31884057971,0.565789473684,12500,40800
"108","Bethel University","Mishawaka","IN",1244,"Private","Great Lakes",0.9233,22,19,19,39450,13280,51399,0.6631989597,0.875299987792968,0.063600001335144,0.0503999996185302,0.0129999995231628,0.422222222222,0.396774193548,19500,37800
"109","Bethel University","Saint Paul","MN",2723,"Private","Plains",0.7051,25,22,22,50325,17088,69345,0.6357027464,0.916100006103515,0.0246000003814697,0.0265000009536743,0.0263000011444091,0.552715654952,0.688172043011,18250,47300
"110","Bethel University","McKenzie","TN",3383,"Private","South East",0.6649,21,16,16,30838,11430,29304,0.5837135837,0.753499984741211,0.209099998474121,0.0273000001907348,0.0093999999761581,0.177502579979,0.137931034483,17250,38600
"112","Binghamton University","Vestal","NY",13990,"Public","Mid East",0.3981,30,28,28,25846,8187,88011,0.5177916757,0.766399993896484,0.0906999969482422,0.106099996566772,0.0690999984741211,0.686949559648,0.764897959184,16750,61600
"113","Biola University","La Mirada","CA",4005,"Private","Far West",0.7347,24,21,21,53611,22560,84132,0.6677920324,0.700699996948242,0.0428999996185302,0.248199996948242,0.0861999988555908,0.587896253602,0.623586429725,20000,44500
"114","Birmingham-Southern College","Birmingham","AL",1265,"Private","South East",0.5666,26,23,23,52176,11383,69192,0.520361991,0.789000015258789,0.174099998474121,0.0246000003814697,0.0138999998569488,0.52380952381,0.637362637363,18794,46700
"115","Black Hills State University","Spearfish","SD",2563,"Public","Plains",0.8832,21,18,18,19777,6273,62442,0.6218809981,0.895899963378906,0.009200000166893,0.0265000009536743,0.0062999999523162,0.214285714286,0.283687943262,12500,35900
"116","Blackburn College","Carlinville","IL",561,"Private","Great Lakes",0.5155,20,18,18,30605,12946,59220,0.5603864734,0.902399978637695,0.0682000017166137,0.0241000008583068,0.0075999999046325,0.352941176471,0.46218487395,14500,37400
"117","Bloomfield College","Bloomfield","NJ",1660,"Private","Mid East",0.6062,18,16,16,43920,17938,77454,0.6263286999,0.445999984741211,0.377700004577636,0.189799995422363,0.0509000015258789,0.266666666667,0.260309278351,17500,38200
"118","Bloomsburg University of Pennsylvania","Bloomsburg","PA",7920,"Public","Mid East",0.7678,22,19,19,23444,9003,85248,0.5715309291,0.901500015258789,0.0603000020980835,0.0273000001907348,0.015,0.404188481675,0.500386697602,19500,44500
"119","Blue Mountain College","Blue Mountain","MS",618,"Private","South East",0.9293,22,19,19,22226,5854,47124,0.5259515571,0.782799987792968,0.197099990844726,0.0167999994754791,0.0034000000357627,0.290909090909,0.178571428571,10000,31400
"120","Bluefield College","Bluefield","VA",887,"Private","South East",0.9536,18,16,16,36657,10149,46539,0.5660091047,0.819700012207031,0.148000001907348,0.0195000004768371,0.0110000002384185,0.20987654321,0.348066298343,12500,40900
"121","Bluefield State College","Bluefield","WV",1263,"Public","South East",0.9454,19,17,17,16573,3455,57996,0.6272965879,0.923099975585937,0.0609000015258789,0.0070999997854232,0.0034999999403953,0.202898550725,0.213567839196,12129,26600
"122","Bluffton University","Bluffton","OH",659,"Private","Great Lakes",0.4202,22,18,18,45667,11187,54486,0.4675324675,0.928600006103515,0.0397000002861023,0.0246000003814697,0.0075,0.477419354839,0.587837837838,19000,39000
"124","Boise State University","Boise","ID",16526,"Public","Rocky Mountains",0.8075,24,21,21,19573,8429,72819,0.56921797,0.895899963378906,0.0087000000476837,0.0859000015258789,0.0154999995231628,0.331214240305,0.388364779874,15250,37100
"127","Boston College","Chestnut Hill","MA",9639,"Private","New England",0.2789,33,31,31,70588,34327,137907,0.5189448441,0.817200012207031,0.0751000022888183,0.0810000038146972,0.0494999980926513,0.872458410351,0.916932907348,16000,72500
"128","Boston University","Boston","MA",17238,"Private","New England",0.2209,32,30,30,70216,33686,127224,0.6546625328,0.817099990844726,0.0646999979019165,0.0901000022888183,0.0569999980926513,0.807134894091,0.791517323775,22500,65300
"131","Bowling Green State University-Main Campus","Bowling Green","OH",13729,"Public","Great Lakes",0.7227,22,19,19,23804,9034,81909,0.6013106861,0.880899963378906,0.0802999973297119,0.0299000000953674,0.0113999998569488,0.404748757592,0.492361927145,17125,40500
"132","Bradley University","Peoria","IL",4598,"Private","Great Lakes",0.6681,26,23,23,46304,17819,81351,0.5298850575,0.857200012207031,0.0757000017166137,0.0542000007629394,0.0285999989509582,0.691206543967,0.717898832685,22117,53600
"133","Brandeis University","Waltham","MA",3627,"Private","New England",0.3115,31,29,29,70848,24212,118584,0.6027088036,0.810699996948242,0.0723999977111816,0.0790999984741211,0.0573999977111816,0.784615384615,0.844827586207,24708,57900
"135","Brenau University","Gainesville","GA",1688,"Private","South East",0.5688,20,17,17,42912,17169,65403,0.8980099502,0.717099990844726,0.210900001525878,0.0655000019073486,0.0251999998092651,0.48275862069,0.349272349272,17380,42000
"136","Brescia University","Owensboro","KY",918,"Private","South East",0.3855,22,19,19,32926,11191,49284,0.7409948542,0.917900009155273,0.0561999988555908,0.0187000000476837,0.0069999998807907,0.283950617284,0.351351351351,19562,40100
"138","Brewton-Parker College","Mount Vernon","GA",476,"Private","South East",0.9678,17,15,15,32794,9762,43245,0.3719008264,0.666600036621093,0.278899993896484,0.0507999992370605,0.0112999999523162,0.115702479339,0.27380952381,9500,31900
"140","Bridgewater College","Bridgewater","VA",1830,"Private","South East",0.6608,22,18,18,48830,11238,60057,0.5239043825,0.865299987792968,0.0911999988555908,0.0311999988555908,0.0166999995708465,0.559183673469,0.66015625,18500,42500
"141","Bridgewater State University","Bridgewater","MA",9312,"Public","New England",0.9014,22,19,19,22590,9901,82584,0.5927823569,0.889100036621093,0.0417999982833862,0.0327999997138977,0.0203999996185302,0.528008298755,0.594160583942,18500,45300
"142","Brigham Young University-Hawaii","Laie","HI",3040,"Private","Far West",0.4478,24,21,21,18043,2592,84492,0.6020558003,0.584599990844726,0.0180999994277954,0.085600004196167,0.0972999954223632,0.433179723502,0.409594095941,5500,42200
"143","Brigham Young University-Idaho","Rexburg","ID",37636,"Private","Rocky Mountains",0.9717,23,20,20,12223,2402,77283,0.5382646064,0.891399993896484,0.0187000000476837,0.0817000007629394,0.0173000001907348,0.366071428571,0.393919144671,8215,42700
"144","Brigham Young University-Provo","Provo","UT",31441,"Private","Rocky Mountains",0.6447,29,26,26,18136,5991,98766,0.4795278495,0.872200012207031,0.0204999995231628,0.0943000030517578,0.0258999991416931,0.551712887439,0.513711151737,9000,59700
"145","Brown University","Providence","RI",6752,"Private","New England",0.0767,34,32,32,71050,37898,140211,0.5403780069,0.781500015258789,0.0861999988555908,0.115900001525878,0.0546999979019165,0.815286624204,0.884297520661,14500,67500
"146","Bryan College-Dayton","Dayton","TN",824,"Private","South East",0.5133,24,21,21,35945,10625,52128,0.5620300752,0.860699996948242,0.0989999961853027,0.0316000008583068,0.0105999994277954,0.051813471503,0.063926940639,12000,41300
"150","Bucknell University","Lewisburg","PA",3583,"Private","Mid East",0.3304,30,28,28,70125,35034,102807,0.5183016105,0.864499969482422,0.0628999996185302,0.0490000009536743,0.0372000002861023,0.825136612022,0.95652173913,23250,70800
"151","Buena Vista University","Storm Lake","IA",1546,"Private","Plains",0.5713,22,19,19,45332,12782,57024,0.6892911011,0.950800018310547,0.0144000005722045,0.0304999995231628,0.0075999999046325,0.430278884462,0.475382003396,17146,40000
"152","Butler University","Indianapolis","IN",4553,"Private","Great Lakes",0.6783,28,25,25,56406,22282,75879,0.6011042098,0.895599975585937,0.0575,0.0349000000953674,0.0176999998092651,0.697530864198,0.791828793774,23250,56600
"154","Cairn University-Langhorne","Langhorne","PA",776,"Private","Mid East",0.7607,21,18,18,38857,8907,54279,0.4897959184,0.819800033569336,0.114499998092651,0.0459999990463256,0.0271000003814697,0.445378151261,0.561983471074,22616,34800
"155","Caldwell University","Caldwell","NJ",1625,"Private","Mid East",0.6664,20,17,17,45961,17817,71469,0.7425320057,0.694800033569336,0.166900005340576,0.129099998474121,0.0565000009536743,0.483333333333,0.476868327402,21250,44400
"156","California Baptist University","Riverside","CA",7811,"Private","Far West",0.7955,22,19,19,44746,18673,87066,0.6606170599,0.658300018310547,0.0713999986648559,0.311499996185302,0.0507999992370605,0.455064194009,0.491281273692,21522,42600
"160","California Lutheran University","Thousand Oaks","CA",3054,"Private","Far West",0.7147,24,21,21,56491,19499,89766,0.6172284644,0.740599975585937,0.0342000007629394,0.225499992370605,0.0653000020980835,0.62962962963,0.709756097561,18000,54200
"161","California Polytechnic State University-San Luis Obispo","San Luis Obispo","CA",21047,"Public","Far West",0.3017,29,26,26,27073,9068,93015,0.5029626253,0.734100036621093,0.0338000011444091,0.206399993896484,0.083100004196167,0.659706109822,0.746777163904,17000,66900
"162","California State Polytechnic University-Pomona","Pomona","CA",24841,"Public","Far West",0.5515,23,19,19,21302,4699,95283,0.4947096457,0.523600006103515,0.0555000019073486,0.409799995422363,0.156599998474121,0.535390199637,0.616066481994,15000,54000
"165","California State University-Chico","Chico","CA",16317,"Public","Far West",0.6526,21,18,18,23508,4242,87507,0.5745917085,0.775199966430664,0.0272000002861022,0.168400001525878,0.056100001335144,0.567395906845,0.638636363636,14297,48100
"168","California State University-Fresno","Fresno","CA",21732,"Public","Far West",0.5753,19,16,16,16915,3735,84537,0.6211972522,0.58060001373291,0.0507999992370605,0.408300018310546,0.0696000003814697,0.419588875453,0.481836327345,12136,44700
"169","California State University-Fullerton","Fullerton","CA",34637,"Public","Far West",0.4341,22,19,19,17645,5172,91809,0.5980079371,0.577700004577636,0.0426999998092651,0.373800010681152,0.13789999961853,0.538796229152,0.654755913437,12500,47200
"170","California State University-Long Beach","Long Beach","CA",31503,"Public","Far West",0.3121,23,20,20,18306,4721,91728,0.5901544561,0.536699981689453,0.083100004196167,0.367000007629394,0.13079999923706,0.607129595247,0.670478723404,13453,48100
"171","California State University-Los Angeles","Los Angeles","CA",24163,"Public","Far West",0.4152,18,15,15,14823,3656,88443,0.6057798555,0.426899986267089,0.0872999954223632,0.520499992370605,0.148800001144409,0.391612200436,0.435888501742,11795,46100
"172","California State University-Monterey Bay","Seaside","CA",6502,"Public","Far West",0.5852,20,17,17,22141,5237,85581,0.6709870389,0.647600021362304,0.0395000004768371,0.31829999923706,0.0769000005722046,0.539651837524,0.564567769477,11000,44800
"173","California State University-Northridge","Northridge","CA",34911,"Public","Far West",0.5063,19,16,16,18870,4673,90810,0.5794554799,0.573699989318847,0.0788999986648559,0.367900009155273,0.0946000003814697,0.486096807415,0.562432138979,11750,45400
"174","California State University-Sacramento","Sacramento","CA",28439,"Public","Far West",0.6386,19,16,16,19807,4931,88236,0.5933941764,0.648399963378906,0.0788999986648559,0.197999992370605,0.104200000762939,0.480295566502,0.563742690058,13000,48900
"175","California State University-San Bernardino","San Bernardino","CA",17704,"Public","Far West",0.5483,18,16,16,18522,3622,88011,0.6247122956,0.581300010681152,0.0972000026702881,0.395800018310546,0.0471999979019165,0.488256227758,0.518254674978,12815,44500
"176","California State University-San Marcos","San Marcos","CA",14871,"Public","Far West",0.5842,20,17,17,21995,5828,88110,0.6596839397,0.713600006103515,0.0380999994277954,0.2475,0.0751000022888183,0.436893203883,0.48275862069,12500,47300
"179","California University of Pennsylvania","California","PA",5063,"Public","Mid East",0.9699,20,17,17,25099,9071,90594,0.566749844,0.921100006103515,0.0559000015258789,0.0121000003814697,0.0077999997138977,0.432795698925,0.554651162791,18250,41600
"181","Calvin University","Grand Rapids","MI",3550,"Private","Great Lakes",0.7897,27,24,24,46150,16892,77859,0.5627597672,0.851800003051757,0.0678000020980835,0.0630000019073486,0.0257999992370605,0.63698630137,0.6925,20500,44800
"184","Campbell University","Buies Creek","NC",4199,"Private","South East",0.763,22,19,19,47083,14773,77778,0.5773327652,0.722900009155273,0.206100006103515,0.0551999998092651,0.0166999995708465,0.413294797688,0.414285714286,14750,45900
"185","Campbellsville University","Campbellsville","KY",2522,"Private","South East",0.8334,21,18,18,38248,11678,48456,0.6151012891,0.912699966430664,0.0621999979019165,0.015900000333786,0.0062000000476837,0.254335260116,0.461165048544,10500,33700
"186","Canisius College","Buffalo","NY",2191,"Private","Mid East",0.787,24,21,21,47672,16427,74610,0.5408805031,0.876100006103515,0.0805000019073486,0.0307999992370605,0.0146000003814697,0.569131832797,0.646191646192,20344,47300
"188","Capital University","Columbus","OH",2400,"Private","Great Lakes",0.7302,24,21,21,47062,13907,76887,0.6257022472,0.855,0.10539999961853,0.0176999998092651,0.0147000002861022,0.495652173913,0.55079006772,21500,44000
"189","Capitol Technology University","Laurel","MD",427,"Private","Mid East",0.689,20,17,17,36371,22197,65493,0.1528384279,0.507799987792968,0.404300003051757,0.0530000019073486,0.0391000008583068,0.448275862069,0.344827586207,14000,63900
"190","Cardinal Stritch University","Milwaukee","WI",1107,"Private","Great Lakes",0.7094,20,18,18,39319,13794,54432,0.7213675214,0.761500015258789,0.176299991607666,0.0419999980926513,0.0224000000953674,0.301507537688,0.326621923937,24490,48500
"194","Carlow University","Pittsburgh","PA",1314,"Private","Mid East",0.8664,22,19,19,40608,19080,61542,0.8467391304,0.867900009155273,0.104899997711181,0.01,0.0115999996662139,0.404761904762,0.506203473945,20600,39700
"195","Carnegie Mellon University","Pittsburgh","PA",6483,"Private","Mid East",0.1712,34,33,33,70060,40199,109485,0.4725363489,0.797600021362304,0.0828999996185302,0.0748999977111816,0.0673000001907348,0.775449101796,0.821917808219,21500,83600
"196","Carroll College","Helena","MT",1210,"Private","Rocky Mountains",0.7833,25,22,22,48487,16405,57924,0.6038461538,0.913300018310547,0.009200000166893,0.0442000007629394,0.0133000004291534,0.536231884058,0.701149425287,20143,45900
"197","Carroll University","Waukesha","WI",2843,"Private","Great Lakes",0.6864,24,21,21,42918,15798,68868,0.6638846737,0.90620002746582,0.0413000011444091,0.0446000003814697,0.0176999998092651,0.517374517375,0.547945205479,23000,44200
"198","Carson-Newman University","Jefferson City","TN",1695,"Private","South East",0.6603,23,20,20,38961,10574,54927,0.5614213198,0.871399993896484,0.0913000011444091,0.0363000011444091,0.0091000002622604,0.357142857143,0.600760456274,13000,36000
"199","Carthage College","Kenosha","WI",2751,"Private","Great Lakes",0.6783,24,21,21,55732,14368,76140,0.5505535055,0.868499984741211,0.0511999988555908,0.0746999979019165,0.0284999990463256,0.52972972973,0.605670103093,19500,44700
"200","Case Western Reserve University","Cleveland","OH",5131,"Private","Great Lakes",0.2925,32,30,30,67083,26845,106902,0.472095151,0.834899978637695,0.105200004577636,0.0347000002861023,0.0286999988555908,0.799019607843,0.837016574586,21000,74600
"201","Castleton University","Castleton","VT",1774,"Public","New England",0.8547,21,18,18,23958,12921,59733,0.5093411996,0.959599990844726,0.0105999994277954,0.0158000004291534,0.01,0.5,0.589576547231,18500,37900
"202","Catawba College","Salisbury","NC",1283,"Private","South East",0.5162,21,18,18,43101,22476,62613,0.5315568022,0.792600021362304,0.156599998474121,0.0457999992370605,0.0140999996662139,0.406779661017,0.605555555556,17000,39400
"204","Cedar Crest College","Allentown","PA",1303,"Private","Mid East",0.5719,22,18,18,49741,18240,69318,0.955026455,0.883899993896484,0.0498000001907348,0.0640999984741211,0.0196000003814697,0.52,0.471502590674,21000,46700
"205","Cedarville University","Cedarville","OH",3318,"Private","Great Lakes",0.7936,26,23,23,38915,17091,66834,0.5336832896,0.907600021362304,0.0459000015258789,0.029300000667572,0.0165999996662139,0.516447368421,0.597523219814,17000,41300
"207","Centenary College of Louisiana","Shreveport","LA",544,"Private","South East",0.5969,24,21,21,52978,12393,65502,0.5142857143,0.731800003051757,0.201599998474121,0.0598000001907348,0.0189999997615814,0.396226415094,0.506172839506,17250,44900
"208","Centenary University","Hackettstown","NJ",1241,"Private","Mid East",0.6682,20,17,17,46703,15706,67266,0.6541916168,0.823000030517578,0.0898999977111816,0.0782999992370605,0.039300000667572,0.590909090909,0.634241245136,19326,45800
"209","Central Baptist College","Conway","AR",663,"Private","South East",0.6074,19,16,16,25303,9880,49032,0.4609929078,0.832799987792968,0.124600000381469,0.0298000001907348,0.0081000000238418,0.111111111111,0.102803738318,12000,35300
"211","Central College","Pella","IA",1076,"Private","Plains",0.6999,24,20,20,50547,14664,65061,0.4896193772,0.950599975585937,0.0133000004291534,0.0309999990463256,0.0111000001430511,0.610738255034,0.683908045977,23313,44700
"212","Central Connecticut State University","New Britain","CT",9325,"Public","New England",0.6724,22,19,19,21628,9228,80685,0.4913224151,0.835699996948242,0.0802000045776367,0.0826000022888183,0.0222000002861022,0.434061135371,0.492321589883,16500,47900
"214","Central Methodist University-College of Liberal Arts and Sciences","Fayette","MO",1147,"Private","Plains",0.9336,22,20,20,37780,19447,56907,0.6899563319,0.918799972534179,0.0465999984741211,0.0234999990463256,0.0074000000953674,0.374213836478,0.511560693642,13750,35400
"215","Central Michigan University","Mount Pleasant","MI",16157,"Public","Great Lakes",0.6884,24,20,20,23890,10701,84150,0.592287234,0.879899978637695,0.073600001335144,0.0258999991416931,0.0140999996662139,0.462486602358,0.507292077257,21250,41900
"217","Central State University","Wilberforce","OH",2079,"Public","Great Lakes",0.5708,16,14,14,18737,3432,62568,0.5495495495,0.444000015258789,0.494900016784668,0.0432000017166137,0.0157000005245208,0.202572347267,0.245562130178,9500,26100
"218","Central Washington University","Ellensburg","WA",10529,"Public","Far West",0.7816,21,17,17,22289,5949,73251,0.5458908218,0.820400009155273,0.0258999991416931,0.0989000034332275,0.045,0.49593495935,0.572399728076,13406,46500
"220","Centre College","Danville","KY",1425,"Private","South East",0.7306,30,27,27,53747,18606,74943,0.4708737864,0.895299987792968,0.0690999984741211,0.0207999992370605,0.0136000001430511,0.78,0.771739130435,24856,45500
"231","Chaminade University of Honolulu","Honolulu","HI",1621,"Private","Far West",0.9769,22,20,20,36434,16218,74844,0.7130977131,0.400099983215332,0.0496000003814697,0.0971000003814697,0.309599990844726,0.333333333333,0.36049382716,15000,38400
"232","Champlain College","Burlington","VT",3686,"Private","New England",0.7541,25,22,22,57607,18058,76104,0.4702731655,0.93370002746582,0.0225999999046325,0.0244000005722045,0.0177999997138977,0.559493670886,0.603636363636,17500,45400
"233","Chapman University","Orange","CA",7026,"Private","Far West",0.5356,28,25,25,69018,30672,106434,0.6474741988,0.69870002746582,0.0446999979019165,0.247099990844726,0.0788999986648559,0.682926829268,0.758832565284,19000,54500
"234","Charleston Southern University","Charleston","SC",2933,"Private","South East",0.5205,23,20,20,37287,12182,53856,0.6288776086,0.68370002746582,0.27,0.0327999997138977,0.0144000005722045,0.322946175637,0.405271828666,16500,36900
"237","Chestnut Hill College","Philadelphia","PA",1284,"Private","Mid East",0.9603,18,16,16,50541,15722,58941,0.6711111111,0.58310001373291,0.330400009155273,0.0628000020980835,0.0336999988555908,0.63768115942,0.554098360656,20835,43600
"239","Chicago State University","Chicago","IL",2024,"Public","Great Lakes",0.3276,18,16,16,20357,9030,68949,0.7038191738,0.242399997711181,0.662399978637695,0.113500003814697,0.0165999996662139,0.220055710306,0.245098039216,25000,33800
"240","Chowan University","Murfreesboro","NC",1394,"Private","South East",0.5929,16,14,14,35629,10482,63540,0.5121555916,0.602400016784668,0.349799995422363,0.0304999995231628,0.0136000001430511,0.214532871972,0.312101910828,10500,34300
"241","Christian Brothers University","Memphis","TN",1535,"Private","South East",0.5601,23,21,21,42224,13251,63099,0.5854037267,0.595400009155273,0.363600006103515,0.0273000001907348,0.0148000001907348,0.516129032258,0.488636363636,19184,44200
"242","Christopher Newport University","Newport News","VA",4853,"Public","South East",0.6777,26,23,23,29407,8188,78354,0.5952380952,0.751500015258789,0.170300006866455,0.0403000020980835,0.0382999992370605,0.635265700483,0.662337662338,21000,46900
"243","Cincinnati Christian University","Cincinnati","OH",592,"Private","Great Lakes",0.4158,19,16,16,31398,9279,39168,0.3203883495,0.870999984741211,0.0982999992370605,0.0158000004291534,0.0107000005245208,0.377551020408,0.392405063291,10800,32700
"244","Citadel Military College of South Carolina","Charleston","SC",2882,"Public","South East",0.808,23,20,20,28743,11712,77814,0.1184336199,0.764000015258789,0.175100002288818,0.0503999996185302,0.0223000001907348,0.667311411992,0.546666666667,18594,56800
"246","Claflin University","Orangeburg","SC",2043,"Private","South East",0.564,19,17,17,32529,11519,62064,0.6700680272,0.468300018310546,0.500499992370605,0.0226999998092651,0.0081999999284744,0.405660377358,0.479651162791,22750,28500
"248","Clarion University of Pennsylvania","Clarion","PA",3849,"Public","Mid East",0.941,20,18,18,25132,8200,86643,0.6494891159,0.944700012207031,0.0352999997138977,0.0110000002384185,0.0062000000476837,0.43536121673,0.525339925834,19500,37900
"249","Clark Atlanta University","Atlanta","GA",3320,"Private","South East",0.5185,20,18,18,37382,18157,67203,0.762973352,0.451699981689453,0.421599998474121,0.113900003433227,0.0403000020980835,0.327433628319,0.395770392749,15665,35500
"251","Clarke University","Dubuque","IA",731,"Private","Plains",0.8248,21,19,19,44891,16303,56007,0.6086956522,0.925999984741211,0.0358999991416931,0.0551999998092651,0.009200000166893,0.5,0.693641618497,21500,41300
"254","Clarkson University","Potsdam","NY",2983,"Private","Mid East",0.7108,27,24,24,65899,17713,97497,0.2998554913,0.914100036621093,0.0390000009536743,0.0338000011444091,0.0142999994754791,0.71198568873,0.817351598174,23000,72000
"256","Cleary University","Howell","MI",474,"Private","Great Lakes",0.5797,19,18,18,30418,12250,45666,0.6119402985,0.873099975585937,0.0786999988555908,0.0215000009536743,0.0194000005722045,0.305084745763,0.345679012346,17000,53600
"257","Clemson University","Clemson","SC",19564,"Public","South East",0.4719,30,27,27,29499,16731,91962,0.5037093399,0.771699981689453,0.185499992370605,0.029300000667572,0.0170000004768371,0.618181818182,0.75721455458,19250,52400
"258","Cleveland Institute of Art","Cleveland","OH",658,"Private","Great Lakes",0.7346,22,19,19,55965,21619,52785,0.6557377049,0.849300003051757,0.103400001525878,0.0372000002861023,0.0166999995708465,0.592592592593,0.607142857143,26953,36600
"259","Cleveland State University","Cleveland","OH",11603,"Public","Great Lakes",0.8834,22,19,19,22415,10167,85932,0.5893367185,0.724400024414062,0.22579999923706,0.0340000009536743,0.015900000333786,0.403225806452,0.419665484034,15728,41300
"260","Coastal Carolina University","Conway","SC",9474,"Public","South East",0.6955,22,19,19,24599,13122,67788,0.5346553716,0.796800003051757,0.161000003814697,0.0297000002861022,0.0151999998092651,0.38808373591,0.474844934528,15415,38500
"261","Coe College","Cedar Rapids","IA",1369,"Private","Plains",0.6693,25,22,22,55101,12726,60084,0.5747800587,0.916100006103515,0.0348000001907348,0.0357999992370605,0.0150999999046325,0.576470588235,0.630208333333,22625,46200
"263","Coker University","Hartsville","SC",1017,"Private","South East",0.6255,20,17,17,39513,12295,52524,0.5684647303,0.615800018310547,0.354799995422363,0.0210999989509582,0.0074000000953674,0.44094488189,0.407766990291,16000,32800
"266","Colgate University","Hamilton","NY",2934,"Private","Mid East",0.2493,33,31,31,69860,33704,106254,0.5764966741,0.808099975585937,0.0826000022888183,0.0872999954223632,0.0455999994277954,0.818181818182,0.898089171975,15000,63600
"267","College for Creative Studies","Detroit","MI",1357,"Private","Great Lakes",0.4216,24,21,21,56469,25978,92637,0.5657439446,0.811699981689453,0.126099996566772,0.048600001335144,0.0261999988555908,0.463276836158,0.518518518519,18635,44100
