"","Claim_Number","Year","Month","Day","Airline_Name","Airport_Code","Claim_Type","Claim_Site","Item","Claim_Amount","Status","Close_Amount"
"25439","2005090000000",2005,6,"30 00:00:00","Other","LAS","Passenger Property Loss","Checked Baggage","Other",100,"Settled",50
"25370","2005090000000",2005,6,"21 00:00:00","UAL","SMF","Property Damage","Checked Baggage","Cameras - Digital",279,"Denied",0
"1715","2004050000000",2004,3,"01 00:00:00","Northwest Airlines","F","Passenger Property Loss","Checked Baggage","Jewelry - Fine",1990,"Denied",0
"1445","2004050000000",2004,3,"01 00:00:00","American Airlines","FLL","Passenger Property Loss","Checkpoint","Currency",445,"Denied",0
"3961","2004060000000",2004,4,"18 00:00:00","Northwest Airlines","IND","Passenger Property Loss","Checkpoint","Medicines",14,"Approved",14
"5414","2004070000000",2004,5,"31 00:00:00","American Airlines","JFK","Passenger Property Loss","Checked Baggage","Jewelry - Fine",233.82,"Approved",233.82
"11369","2004120000000",2004,10,"23 00:00:00","Continental Airlines","TUS","Passenger Property Loss","Checked Baggage","Locks",15.3,"Approved",15.3
"27858","2005110000000",2005,5,"29 00:00:00","Southwest Airlines","LAS","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",72.24,"Denied",0
"2737","2004060000000",2004,3,"28 00:00:00","Continental Airlines","BDL","Property Damage","Checked Baggage","Locks",200,"Denied",0
"13025","2005010000000",2004,11,"13 00:00:00","Northwest Airlines","BUF","Passenger Property Loss","Checked Baggage","Other",540,"Settled",270
"13117","2005010000000",2004,12,"13 00:00:00","American Airlines","JFK","Property Damage","Checked Baggage","Other",80.08,"Approved",80.08
"30390","2006010000000",2005,12,"27 00:00:00","Southwest Airlines","SAN","Property Damage","Checked Baggage","Luggage (all types including footlockers)",72.09,"Settled",50
"13556","2005010000000",2004,7,"20 00:00:00","Southwest Airlines","PHX","Passenger Property Loss","Checked Baggage","Other",431.92,"Denied",0
"30883","2006010000000",2005,12,"25 00:00:00","Southwest Airlines","ONT","Property Damage","Checkpoint","Other",43,"Approved",43
"21865","2005070000000",2005,5,"01 00:00:00","AirTran Airlines","MEM","Passenger Property Loss","Checkpoint","Currency",1700,"Denied",0
"29494","2005120000000",2005,11,"24 00:00:00","American Airlines","MIA","Passenger Property Loss","Checkpoint","Jewelry - Fine",1200,"Denied",0
"27301","2005110000000",2005,6,"26 00:00:00","Northwest Airlines","DTW","Property Damage","Checked Baggage","Locks",26,"Denied",0
"15527","0129186M",2004,12,"26 00:00:00","American Airlines","STX","Passenger Property Loss","Checked Baggage","DVD/CD Players",511,"Approved",511
"27270","2005100000000",2005,10,"08 00:00:00","Delta Air Lines","BOS","Property Damage","Checked Baggage","Luggage (all types including footlockers)",142.95,"Denied",0
"32027","2007070000000",2005,8,"12 00:00:00","Southwest Airlines","TPA","Property Damage","Checked Baggage","Luggage (all types including footlockers)",259.95,"Denied",0
"30989","2006010000000",2005,12,"27 00:00:00","USAir","LGA","Passenger Property Loss","Checked Baggage","Cameras - Digital",743.24,"Denied",0
"30793","2006010000000",2005,11,"24 00:00:00","Hawaiian Airlines","OGG","Passenger Property Loss","Checkpoint","Cameras - Digital",2300,"Denied",0
"18991","2005050000000",2004,12,"23 00:00:00","Continental Airlines","EWR","Property Damage","Checked Baggage","Luggage (all types including footlockers)",69,"Settled",50
"29594","2005120000000",2005,11,"11 00:00:00","Southwest Airlines","MCO","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",75.95,"Denied",0
"11370","2004120000000",2004,10,"22 00:00:00","Continental Airlines","TPA","Property Damage","Checkpoint","Jewelry - Fine",35,"Approved",37.45
"3236","2004050000000",2004,2,"22 00:00:00","Southwest Airlines","FLL","Passenger Property Loss","Checked Baggage","Other",225,"Settled",112.5
"2544","2004050000000",2004,4,"02 00:00:00","Horizon Air","SEA","Property Damage","Checked Baggage","Other",50,"Approved",50
"29092","2005120000000",2005,11,"21 00:00:00","Southwest Airlines","MCO","Passenger Property Loss","Checked Baggage","Other",140,"Denied",0
"12533","2005010000000",2004,9,"13 00:00:00","American Airlines","DSM","Property Damage","Checked Baggage","Other",910,"Denied",0
"21631","2005070000000",2005,6,"02 00:00:00","American Airlines","MIA","Passenger Property Loss","Checked Baggage","PDA - Personal Data Assistants",870.94,"Settled",119.74
"11968","2004120000000",2004,11,"12 00:00:00","American Airlines","ORD","Passenger Property Loss","Checked Baggage","Luggage (all types including footlockers)",50,"Settled",20
"29276","2005120000000",2005,10,"18 00:00:00","Jet Blue","JFK","Passenger Property Loss","Checked Baggage","Other",180,"Denied",0
"29105","2005120000000",2005,11,"27 00:00:00","UAL","HYS","Passenger Property Loss","Checked Baggage","Other",29.45,"Denied",0
"28630","2005120000000",2005,11,"15 00:00:00","UAL","ORD","Passenger Property Loss","Checked Baggage","Other",169.85,"Approved",169.85
"23929","2005080000000",2005,7,"23 00:00:00","Continental Airlines","MCO","Passenger Property Loss","Checked Baggage","DVD/CD Players",35.97,"Denied",0
"26146","2005100000000",2005,9,"03 00:00:00","Jet Blue","MCO","Passenger Property Loss","Checked Baggage","Locks",32.59,"Approved",32.59
"21984","2005070000000",2005,4,"28 00:00:00","Other","LAX","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",64,"Approved",64
"1746","2004050000000",2004,3,"10 00:00:00","American Airlines","OGG","Passenger Property Loss","Checkpoint","PDA - Personal Data Assistants",349,"Settled",236.79
"15283","2005030000000",2004,12,"31 00:00:00","Southwest Airlines","ONT","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",179.52,"Approved",179.52
"22416","2005070000000",2005,6,"19 00:00:00","UAL","EWR","Passenger Property Loss","Checked Baggage","DVD/CD Players",35,"Approved",35
"3756","2004060000000",2004,4,"26 00:00:00","Southwest Airlines","MCO","Property Damage","Checked Baggage","Luggage (all types including footlockers)",50,"Approved",50
"3461","2004050000000",2004,1,"09 00:00:00","USAir","PHL","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",600,"Denied",600
"16560","2005030000000",2005,3,"07 00:00:00","Other","MKE","Passenger Property Loss","Checked Baggage","Locks",10.51,"Approved",10.51
"26140","2005100000000",2005,9,"16 00:00:00","Other","LAX","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",89.98,"Approved",89.98
"29313","2005120000000",2005,11,"27 00:00:00","Alaska Airlines","LAX","Passenger Property Loss","Checked Baggage","Stereo Items & Accessories",846.06,"Denied",0
"3880","2004060000000",2004,4,"29 00:00:00","American Airlines","DFW","Passenger Property Loss","Checked Baggage","Jewelry - Fine",150,"Settled",75
"5332","2004070000000",2004,3,"14 00:00:00","Continental Airlines","CMH","Property Damage","Checked Baggage","Other",86.6,"Denied",0
"19472","2005050000000",2005,5,"14 00:00:00","American Airlines","SJU","Passenger Property Loss","Checked Baggage","Computer - Laptop",2000,"Denied",0
"10266","2004110000000",2004,6,"10 00:00:00","American Airlines","ATL","Passenger Property Loss","Checked Baggage","Other",361.66,"Settled",144
"8736","2004100000000",2004,8,"11 00:00:00","Northwest Airlines","DTW","Passenger Property Loss","Checked Baggage","Other",200,"Denied",0
"9026","2004120000000",2004,8,"14 00:00:00","USAir","ROC","Property Damage","Checkpoint","Other",3000,"Denied",0
"28503","2005120000000",2005,9,"22 00:00:00","America West","LAS","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",2300,"Denied",0
"14970","2005030000000",2004,12,"27 00:00:00","Other","ABQ","Passenger Property Loss","Checked Baggage","Locks",25,"Approved",25
"8031","2004090000000",2004,8,"02 00:00:00","Delta Air Lines","DFW","Property Damage","Checked Baggage","Other",540,"Settled",324.55
"11121","2004120000000",2004,10,"06 00:00:00","Alaska Airlines","ANC","Passenger Property Loss","Checked Baggage","Other",43.98,"Approved",43.98
"24121","2005080000000",2005,7,"22 00:00:00","American West","SAN","Passenger Property Loss","Checked Baggage","Other",258.6,"Approved",258.6
"9912","2004110000000",2004,9,"15 00:00:00","American Airlines","DFW","Passenger Property Loss","Checked Baggage","Cameras - Digital",478,"Settled",387.65
"15149","2005030000000",2004,9,"14 00:00:00","Alaska Airlines","F","Passenger Property Loss","Checked Baggage","Jewelry - Fine",1500,"Denied",0
"7968","2004090000000",2004,8,"02 00:00:00","Frontier Airlines","LAX","Passenger Property Loss","Checked Baggage","Other",113.66,"Approved",113.66
"27626","2005110000000",2004,12,"18 00:00:00","Northwest Airlines","DTW","Property Damage","Checked Baggage","Other",49,"Denied",0
"23539","2005080000000",2005,7,"26 00:00:00","USAir","ORF","Passenger Property Loss","Checked Baggage","Other",515,"Denied",0
"23053","2005080000000",2005,7,"08 00:00:00","Continental Airlines","STL","Passenger Property Loss","Checked Baggage","Other",250,"Denied",0
"17494","2005040000000",2005,3,"29 00:00:00","UAL","LGA","Property Damage","Checkpoint","Luggage (all types including footlockers)",1000,"Denied",0
"344","0205266M",2004,1,"12 00:00:00","Delta Air Lines","MIA","Passenger Property Loss","Checked Baggage","Other",2000,"Denied",0
"21352","2005060000000",2005,3,"03 00:00:00","American Airlines","EWR","Property Damage","Checked Baggage","Luggage (all types including footlockers)",100,"Denied",0
"30290","2006010000000",2005,12,"14 00:00:00","Alaska Airlines","SEA","Property Damage","Checkpoint","Other",75,"Approved",75
"27506","2005110000000",2005,10,"21 00:00:00","American Airlines","DTW","Property Damage","Checked Baggage","Luggage (all types including footlockers)",575,"Denied",0
"18760","2005050000000",2005,4,"04 00:00:00","Continental Airlines","EWR","Passenger Property Loss","Checked Baggage","Cameras - Digital",800,"Denied",0
"30288","2006010000000",2005,12,"20 00:00:00","USA 3000 (U5)","FLL","Property Damage","Checked Baggage","Luggage (all types including footlockers)",40,"Approved",40
"30095","2006010000000",2005,12,"15 00:00:00","UAL","BOS","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",273,"Denied",0
"18288","2005040000000",2005,3,"24 00:00:00","Northwest Airlines","CLE","Property Damage","Checked Baggage","Other",17.5,"Denied",0
"21347","2005060000000",2005,5,"22 00:00:00","Southwest Airlines","OAK","Property Damage","Checked Baggage","Other",65,"Denied",0
"1465","2004070000000",2004,2,"02 00:00:00","Southwest Airlines","OAK","Passenger Property Loss","Checked Baggage","Cell Phones",600,"Denied",0
"1807","2005030000000",2005,3,"02 00:00:00","Continental Airlines","IAH","Property Damage","Checked Baggage","Luggage (all types including footlockers)",148.46,"Settled",65
"11556","2004120000000",2004,9,"29 00:00:00","American Airlines","ORF","Passenger Property Loss","Checked Baggage","Locks",8.35,"Approved",8.35
"26805","2005100000000",2005,8,"25 00:00:00","Continental Airlines","EWR","Property Damage","Checked Baggage","Luggage (all types including footlockers)",90,"Approved",90
"9837","2004110000000",2004,8,"01 00:00:00","Delta Air Lines","DFW","Property Damage","Checked Baggage","Cameras - Digital",250,"Approved",250
"13207","2005010000000",2004,12,"15 00:00:00","AirTran Airlines","MEM","Property Damage","Checked Baggage","Other",213.03,"Settled",106.52
"7321","2004090000000",2004,7,"11 00:00:00","Delta Air Lines","LCH","Passenger Property Loss","Checkpoint","Other",2000,"Approved",2000
"23486","2005080000000",2005,5,"26 00:00:00","USAir","ORD","Passenger Property Loss","Checked Baggage","Computer - Laptop",1912,"Denied",0
"21121","2005060000000",2005,5,"05 00:00:00","Jet Blue","JFK","Passenger Property Loss","Checked Baggage","Locks",10,"Approved",10
"31430","2006020000000",2005,12,"27 00:00:00","American Airlines","HOU","Passenger Property Loss","Checked Baggage","Other",228.41,"Approved",228.41
"5493","2004070000000",2004,5,"28 00:00:00","Jet Blue","JFK","Passenger Property Loss","Checkpoint","Cameras - Digital",640,"Denied",0
"4057","2004060000000",2004,4,"30 00:00:00","Continental Airlines","EWR","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",41.17,"Settled",20.5
"9792","2004110000000",2004,9,"10 00:00:00","USAir","DCA","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",275.62,"Settled",137.81
"30895","2006010000000",2005,4,"16 00:00:00","Delta Air Lines","BOS","Property Damage","Checked Baggage","Locks",102.99,"Denied",0
"24017","2005080000000",2005,7,"20 00:00:00","Jet Blue","MCO","Passenger Property Loss","Checked Baggage","DVD/CD Players",300,"Denied",0
"21025","2005060000000",2005,3,"20 00:00:00","USAir","PHL","Property Damage","Checked Baggage","Other",684.54,"Denied",0
"23342","2005080000000",2005,7,"03 00:00:00","American Airlines","MEM","Property Damage","Other","Luggage (all types including footlockers)",4000,"Denied",0
"2216","2004060000000",2004,3,"09 00:00:00","Other","TPA","Passenger Property Loss","Checkpoint","Currency",100,"Approved",100
"29662","2005120000000",2005,10,"27 00:00:00","Delta Air Lines","CAE","Passenger Property Loss","Checked Baggage","Locks",12.9,"Approved",12.9
"2273","2004050000000",2004,2,"28 00:00:00","Northwest Airlines","GRR","Property Damage","Checked Baggage","Luggage (all types including footlockers)",159,"Settled",131.15
"3537","2004050000000",2004,4,"18 00:00:00","UAL","LAX","Passenger Property Loss","Checked Baggage","Cameras - Digital",300,"Settled",143.63
"6515","2004070000000",2004,4,"30 00:00:00","Continental Airlines","EWR","Property Damage","Checked Baggage","Other",405.5,"Settled",202.75
"26334","2005100000000",2005,9,"28 00:00:00","Delta Air Lines","ATL","Passenger Property Loss","Checked Baggage","Other",90.09,"Approved",90.09
"14246","2005020000000",2004,12,"18 00:00:00","UAL","GEG","Property Damage","Checked Baggage","Luggage (all types including footlockers)",164,"Settled",50
"30437","2006010000000",2005,12,"22 00:00:00","Delta (Song)","PBI","Passenger Property Loss","Checked Baggage","Other",205.33,"Approved",205.33
"29569","2005120000000",2005,12,"03 00:00:00","Alaska Airlines","SNA","Passenger Property Loss","Checked Baggage","Eyeglasses - (including contact lenses)",288,"Settled",129.6
"10360","2004120000000",2004,9,"29 00:00:00","UAL","DEN","Passenger Property Loss","Checked Baggage","Other",12.99,"Denied",0
"31116","2006020000000",2005,12,"26 00:00:00","Alaska Airlines","GEG","Passenger Property Loss","Checked Baggage","Computer - Laptop",967.8,"Denied",0
"12289","2004120000000",2004,10,"11 00:00:00","Northwest Airlines","RSW","Property Damage","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",193.02,"Approved",193.02
"26417","2005100000000",2005,9,"17 00:00:00","Alaska Airlines","SMF","Passenger Property Loss","Checked Baggage","Cameras - Digital",538.73,"Settled",319.1
"24445","2005080000000",2005,7,"18 00:00:00","American Airlines","ORD","Property Damage","Checked Baggage","Luggage (all types including footlockers)",16.09,"Approved",16.09
"2363","2004060000000",2004,3,"26 00:00:00","AirTran Airlines","FLL","Property Damage","Checked Baggage","Other",300,"Approved",300
"7821","2004090000000",2004,5,"09 00:00:00","UAL","ROC","Passenger Theft","Checked Baggage","Stereo Items & Accessories",999.99,"Settled",367.29
"8383","2004090000000",2004,8,"21 00:00:00","American Airlines","SJC","Passenger Property Loss","Checked Baggage","Clothing - Shoes; belts; accessories; etc.",100,"Approved",100
"25887","2005100000000",2005,9,"06 00:00:00","Hawaiian Airlines","LAX","Passenger Property Loss","Checked Baggage","Currency",8,"Approved",8
"4145","2004060000000",2004,3,"30 00:00:00","Horizon Air","SEA","Property Damage","Checked Baggage","Luggage (all types including footlockers)",30,"Approved",30
"2080","2004050000000",2004,3,"20 00:00:00","Continental Airlines","DTW","Property Damage","Checked Baggage","Other",242.95,"Settled",109.73
